id,date,method,pathname,status,timestamp,level,event_message,log_type,log_count,logs,auth_user
52789b5b-75df-4ccd-9758-f009f40af688,"""2026-09-21T09:11:11.549Z""",GET,/storage/v1/bucket/fundus-images,200,2026-09-21T09:11:11.549000,success,GET | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/bucket/fundus-images | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
90f2888f-969d-43bd-8c48-2ae5f1866d0d,"""2026-09-21T09:06:35.156Z""",,,00000,2026-09-21T09:06:35.156000,success,"checkpoint complete: wrote 70 buffers (0.2%); 0 WAL file(s) added, 0 removed, 3 recycled; write=6.836 s, sync=0.004 s, total=6.860 s; sync files=55, longest=0.003 s, average=0.001 s; distance=49152 kB, estimate=49152 kB; lsn=0/A30000F0, redo lsn=0/A3000060",postgres,null,[],null
924a628f-192f-4490-8dd9-438a5bac1c29,"""2026-09-21T09:06:28.298Z""",,,00000,2026-09-21T09:06:28.298000,success,checkpoint starting: time,postgres,null,[],null
1de0e5a8-62cb-414e-8eb4-f674a8f83d46,"""2026-09-21T09:05:54.914Z""",GET,/storage/v1/bucket/fundus-images,200,2026-09-21T09:05:54.914000,success,GET | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/bucket/fundus-images | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
4f960529-6863-4030-9430-28e8b83601ec,"""2026-09-21T09:05:20.017Z""",POST,/storage/v1/object/list/fundus-images,200,2026-09-21T09:05:20.017000,success,POST | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/list/fundus-images | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
4c45ff1e-4346-4478-a5d2-5b66019a44f5,"""2026-09-21T09:05:19.503Z""",POST,/storage/v1/object/fundus-images/.emptyFolderPlaceholder,200,2026-09-21T09:05:19.503000,success,"POST | 200 | https://ceuvbmchntjytouatigz.storage.supabase.co/storage/v1/object/fundus-images/.emptyFolderPlaceholder | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
74cb0b78-3e77-41cb-9a92-1315a0c8da07,"""2026-09-21T09:05:19.301Z""",OPTIONS,/storage/v1/object/fundus-images/.emptyFolderPlaceholder,200,2026-09-21T09:05:19.301000,success,"OPTIONS | 200 | https://ceuvbmchntjytouatigz.storage.supabase.co/storage/v1/object/fundus-images/.emptyFolderPlaceholder | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
99556cf4-073a-45bb-a07d-530816ed217d,"""2026-09-21T09:05:18.202Z""",POST,/storage/v1/object/list/fundus-images,200,2026-09-21T09:05:18.202000,success,POST | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/list/fundus-images | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
95987a77-9a16-496c-9387-8a0de1479089,"""2026-09-21T09:05:16.626Z""",DELETE,/storage/v1/object/fundus-images,200,2026-09-21T09:05:16.626000,success,DELETE | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/fundus-images | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
eb830edd-b895-4b59-846a-6d3d3228264e,"""2026-09-21T09:05:02.070Z""",GET,/storage/v1/object/sign/fundus-images/left_2e774963-1710-400b-a62a-26b630a9b8fe.jpg,200,2026-09-21T09:05:02.070000,success,"GET | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/sign/fundus-images/left_2e774963-1710-400b-a62a-26b630a9b8fe.jpg?token=eyJraWQiOiJlMjBiYjA2OC0xZGQyLTRkOGQtODg5OC1jODQwMWZkNDM1N2EiLCJhbGciOiJIUzUxMiJ9.eyJ1cmwiOiJmdW5kdXMtaW1hZ2VzL2xlZnRfMmU3NzQ5NjMtMTcxMC00MDBiLWE2MmEtMjZiNjMwYTliOGZlLmpwZyIsInNjb3BlIjoiZG93bmxvYWQiLCJpYXQiOjE3ODk5ODE1MDEsImV4cCI6MTc5MDU4NjMwMX0.zY9JzxWeLDihJk8P4ligoGLZiV7gsY07hNU9pHjL8QnlEN6ojSbNFHGXy_yaR56SJGWr6mNjB9RHlAkeVQ1fdA | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
a86af2cc-ee8b-4b14-a7af-4c8cb6660463,"""2026-09-21T09:05:01.703Z""",POST,/storage/v1/object/sign/fundus-images/left_2e774963-1710-400b-a62a-26b630a9b8fe.jpg,200,2026-09-21T09:05:01.703000,success,POST | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/sign/fundus-images/left_2e774963-1710-400b-a62a-26b630a9b8fe.jpg | @supabase-infra/mgmt-api/v1.332.0,edge,null,[],null
53ef67bc-63c2-48c9-865f-1467a9a91b55,"""2026-09-21T09:04:58.360Z""",GET,/storage/v1/object/sign/fundus-images/right_aa19a794-93e7-4567-ac3a-835255148bb7.jpg,200,2026-09-21T09:04:58.360000,success,"GET | 200 | https://ceuvbmchntjytouatigz.supabase.co/storage/v1/object/sign/fundus-images/right_aa19a794-93e7-4567-ac3a-835255148bb7.jpg?token=eyJraWQiOiJlMjBiYjA2OC0xZGQyLTRkOGQtODg5OC1jODQwMWZkNDM1N2EiLCJhbGciOiJIUzUxMiJ9.eyJ1cmwiOiJmdW5kdXMtaW1hZ2VzL3JpZ2h0X2FhMTlhNzk0LTkzZTctNDU2Ny1hYzNhLTgzNTI1NTE0OGJiNy5qcGciLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg5OTgxNDk4LCJleHAiOjE3OTA1ODYyOTh9.J7URv9gHt3EZvOvVaK6mvRpieW_siQ3Sdm6z9UBWtpGfDQwwDRN1kSkKxiF_znLRfvIadAgWL3tLZKtA9A0rDg | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",edge,null,[],null
